,Price,Area,No. of Bedrooms,Resale,City
95,6081000.0,1111,2.0,0,Banglore
96,6070000.0,1109,2.0,0,Banglore
97,5961000.0,1089,2.0,0,Banglore
98,5923000.0,1082,2.0,0,Banglore
99,6174000.0,1128,2.0,0,Banglore
100,5994000.0,1095,2.0,0,Banglore
101,6581000.0,1181,2.0,0,Banglore
102,6664000.0,1196,2.0,0,Banglore
103,6631000.0,1190,2.0,0,Banglore
104,6279000.0,1320,3.0,0,Banglore
105,5306000.0,1100,2.0,0,Banglore
106,6655000.0,1405,3.0,0,Banglore
107,5195000.0,1075,2.0,0,Banglore
108,5483000.0,1140,2.0,0,Banglore
109,5527000.0,1150,2.0,0,Banglore
110,6412000.0,1350,3.0,0,Banglore
111,6036000.0,1265,3.0,0,Banglore
112,4930000.0,1015,2.0,0,Banglore
113,6611000.0,1395,3.0,0,Banglore
114,5173000.0,1070,2.0,0,Banglore
115,6058000.0,1270,3.0,0,Banglore
116,6279000.0,1320,3.0,0,Banglore
117,5085000.0,1050,2.0,0,Banglore
118,6434000.0,1355,3.0,0,Banglore
119,5262000.0,1090,2.0,0,Banglore
120,6681999.0,1485,3.0,0,Banglore
121,6525000.0,1450,3.0,0,Banglore
122,6997000.0,1555,3.0,0,Banglore
123,6097000.0,1355,3.0,0,Banglore
124,6120000.0,1360,3.0,0,Banglore
125,6142000.0,1365,3.0,0,Banglore
126,6727000.0,1495,3.0,0,Banglore
127,6277000.0,1395,3.0,0,Banglore
128,6750000.0,1500,3.0,0,Banglore
129,6456999.0,1435,3.0,0,Banglore
130,5240000.0,1310,3.0,0,Banglore
131,4120000.0000000005,1030,2.0,0,Banglore
132,5900000.0,1258,2.0,0,Banglore
133,6400000.0,1369,2.0,0,Banglore
134,6275000.0,1335,2.0,0,Banglore
135,4500000.0,1097,2.0,0,Banglore
136,5240000.0,1310,3.0,0,Banglore
137,4120000.0000000005,1030,2.0,0,Banglore
138,5267000.0,1505,3.0,0,Banglore
139,3507000.0,1002,2.0,0,Banglore
140,4816000.0,1376,3.0,0,Banglore
141,4312000.0,1232,2.0,0,Banglore
142,5295000.0,1513,3.0,0,Banglore
143,3696000.0,1056,2.0,0,Banglore
144,4140000.0,1183,2.0,0,Banglore
145,3832000.0,1095,2.0,0,Banglore
146,3377000.0000000005,965,2.0,0,Banglore
147,4560000.0,1303,3.0,0,Banglore
148,5015000.0,1433,3.0,0,Banglore
149,3769000.0,1077,2.0,0,Banglore
150,3447000.0,985,2.0,0,Banglore
151,4956000.0,1416,3.0,0,Banglore
152,5323000.0,1521,3.0,0,Banglore
153,3954999.0,1130,2.0,0,Banglore
154,3419000.0,977,2.0,0,Banglore
155,5351000.0,1529,3.0,0,Banglore
156,4434000.0,1267,3.0,0,Banglore
157,3200000.0,700,1.0,1,Banglore
158,3200000.0,700,1.0,1,Banglore
159,6845999.000000001,1042,2.0,0,Banglore
160,5599000.0,1120,2.0,0,Banglore
161,4815000.0,1107,2.0,0,Banglore
162,4880000.0,1122,2.0,0,Banglore
163,5050000.0,1161,2.0,0,Banglore
164,4619000.0,1062,2.0,0,Banglore
165,4785000.0,1100,2.0,0,Banglore
166,4972000.0,1143,2.0,0,Banglore
167,4737000.0,1089,2.0,0,Banglore
168,4854000.0,1116,2.0,0,Banglore
169,3990000.0,1140,3.0,0,Banglore
170,4021000.0,1149,3.0,0,Banglore
171,4088000.0000000005,1168,3.0,0,Banglore
172,5970000.0,1239,2.0,0,Banglore
173,5702000.0,1180,2.0,0,Banglore
174,6210000.0,1292,2.0,0,Banglore
175,2520000.0,900,2.0,0,Banglore
176,3304000.0,1180,3.0,0,Banglore
177,3010000.0,1075,3.0,0,Banglore
178,2800000.0,1000,2.0,0,Banglore
179,2464000.0,880,2.0,0,Banglore
180,5557000.0,1185,2.0,0,Banglore
181,6354000.0,1355,2.0,0,Banglore
182,2814000.0,600,1.0,0,Banglore
183,5463000.0,1165,2.0,0,Banglore
184,5416000.0,1155,2.0,0,Banglore
185,5604000.0,1195,2.0,0,Banglore
186,5628000.0,1200,2.0,0,Banglore
187,5200000.0,884,2.0,0,Banglore
188,5200000.0,884,2.0,0,Banglore
189,6385000.0,1120,2.0,0,Banglore
190,6531999.0,1005,2.0,0,Banglore
191,6662000.0,1025,2.0,0,Banglore
192,6389000.0,1125,2.0,0,Banglore
193,6459000.0,1125,2.0,0,Banglore
194,4455000.0,990,2.0,0,Banglore
195,4905000.0,1090,2.0,0,Banglore
196,5550000.0,1250,2.0,0,Banglore
197,4500000.0,1012,2.0,0,Banglore
198,3999000.0,1333,3.0,0,Banglore
199,3522000.0,1174,3.0,0,Banglore
200,2874000.0,958,2.0,0,Banglore
201,3682000.0,1473,3.0,0,Banglore
202,3427000.0000000005,1371,3.0,0,Banglore
203,3932000.0,1573,3.0,0,Banglore
204,3822000.0,1529,3.0,0,Banglore
205,2487000.0,995,2.0,0,Banglore
206,5580000.0,1240,3.0,0,Banglore
207,5130000.0,1140,3.0,0,Banglore
208,4910000.0,884,2.0,0,Banglore
209,4910000.0,884,2.0,0,Banglore
210,4342000.0,1241,3.0,0,Banglore
211,3338000.0000000005,954,2.0,0,Banglore
212,2578000.0,737,2.0,0,Banglore
213,3415000.0,976,2.0,0,Banglore
214,3114000.0,890,2.0,0,Banglore
215,2879000.0,823,2.0,0,Banglore
216,4485000.0,1282,3.0,0,Banglore
217,3124000.0,893,2.0,0,Banglore
218,4713000.0,1347,3.0,0,Banglore
219,4517000.0,1291,2.0,0,Banglore
220,4734000.0,1353,3.0,0,Banglore
221,3159000.0,903,2.0,0,Banglore
222,4219000.0,1206,3.0,0,Banglore
223,4734000.0,1353,3.0,0,Banglore
224,2578000.0,743,2.0,0,Banglore
225,3645000.0000000005,1042,2.0,0,Banglore
226,4342000.0,1241,2.0,0,Banglore
227,2253000.0,644,1.0,0,Banglore
228,2893000.0,827,2.0,0,Banglore
229,2614000.0,747,2.0,0,Banglore
230,4867000.0,1352,3.0,0,Banglore
231,4735000.0,1352,3.0,0,Banglore
232,2653000.0,737,2.0,0,Banglore
233,2862000.0,795,2.0,0,Banglore
234,3339000.0,954,2.0,0,Banglore
235,2962000.0,823,2.0,0,Banglore
236,2880000.0,823,2.0,0,Banglore
237,2318000.0,644,1.0,0,Banglore
238,2254000.0,644,2.0,0,Banglore
239,2254000.0,644,1.0,0,Banglore
240,2973000.0,826,2.0,0,Banglore
241,4870000.0,1353,3.0,0,Banglore
242,2781000.0,795,2.0,0,Banglore
243,4713000.0,1347,3.0,0,Banglore
244,2613000.0,747,2.0,0,Banglore
245,4562000.0,1304,3.0,0,Banglore
246,4783000.0,1367,2.0,0,Banglore
247,4342000.0,1241,2.0,0,Banglore
248,2879000.0,823,2.0,0,Banglore
249,5045000.0,1370,3.0,0,Banglore
250,4362000.0,1175,2.0,0,Banglore
251,5500000.0,1500,3.0,0,Banglore
252,4565000.0,1233,2.0,0,Banglore
253,4000000.0,1100,2.0,0,Banglore
254,4800000.0,1300,3.0,0,Banglore
255,4485000.0,1210,2.0,0,Banglore
256,4011999.0,1075,2.0,0,Banglore
257,4520000.0,1220,2.0,0,Banglore
258,4292000.0,1155,2.0,0,Banglore
259,4730000.0,1280,3.0,0,Banglore
260,4975000.0,1350,3.0,0,Banglore
261,4905000.0,1330,3.0,0,Banglore
262,4222000.0,1135,2.0,0,Banglore
263,3995000.0000000005,1070,2.0,0,Banglore
264,4700000.0,1005,2.0,0,Banglore
265,3579000.0,1193,3.0,0,Banglore
266,3372000.0,1124,2.0,0,Banglore
267,2922000.0,974,2.0,0,Banglore
268,2844000.0,948,2.0,0,Banglore
269,2901000.0,967,2.0,0,Banglore
270,2820000.0,940,2.0,0,Banglore
271,4458000.0,1486,3.0,0,Banglore
272,3483000.0,1161,3.0,0,Banglore
273,3699000.0,1233,3.0,0,Banglore
274,3906000.0,1302,3.0,0,Banglore
275,2889000.0,963,2.0,0,Banglore
276,3429000.0,1143,2.0,0,Banglore
277,4164000.0,1388,3.0,0,Banglore
278,3384000.0000000005,1128,2.0,0,Banglore
279,2935000.0,1174,2.0,0,Banglore
280,4097000.0,1639,3.0,0,Banglore
281,3202000.0000000005,1281,2.0,0,Banglore
282,2867000.0,1147,2.0,0,Banglore
283,3411999.0,1365,3.0,0,Banglore
284,2436000.0,870,2.0,0,Banglore
285,2800000.0,1000,2.0,0,Banglore
286,3010000.0,1075,3.0,0,Banglore
287,2520000.0,900,2.0,0,Banglore
288,3038000.0,1085,2.0,0,Banglore
289,3010000.0,1075,3.0,0,Banglore
290,3177000.0,710,1.0,0,Banglore
291,4002000.0000000005,1040,2.0,0,Banglore
292,4568000.0,1187,2.0,0,Banglore
293,4056000.0,1054,2.0,0,Banglore
294,4303000.0,1118,2.0,0,Banglore
295,4299000.0,1117,2.0,0,Banglore
296,4541000.0,1180,2.0,0,Banglore
297,4210000.0,1094,2.0,0,Banglore
298,4195000.0,1090,2.0,0,Banglore
299,4226000.0,1098,2.0,0,Banglore
300,4638000.0,1205,2.0,0,Banglore
301,4699000.0,1221,3.0,0,Banglore
302,4426000.0,1150,2.0,0,Banglore
303,3925000.0,1020,2.0,0,Banglore
304,4345000.0,1129,2.0,0,Banglore
305,4086999.0,1062,2.0,0,Banglore
306,4076000.0,1059,2.0,0,Banglore
307,4072000.0,1058,2.0,0,Banglore
308,4614000.0,1199,2.0,0,Banglore
309,4054000.0,1448,3.0,0,Banglore
310,3500000.0,1250,3.0,0,Banglore
311,4165999.0,1488,3.0,0,Banglore
312,3068000.0,1096,2.0,0,Banglore
313,4174000.0,1491,3.0,0,Banglore
314,3052000.0,1090,2.0,0,Banglore
315,3085000.0,1102,2.0,0,Banglore
316,3264000.0,1166,2.0,0,Banglore
317,2576000.0,920,2.0,0,Banglore
318,3197000.0,1142,2.0,0,Banglore
319,4342000.0,1551,3.0,0,Banglore
320,3178000.0,1135,2.0,0,Banglore
321,3913000.0000000005,1505,3.0,0,Banglore
322,3561999.0,1370,3.0,0,Banglore
323,4292000.0,1533,3.0,0,Banglore
324,2899000.0,1115,2.0,0,Banglore
325,2925000.0,1125,2.0,0,Banglore
326,2984000.0,1066,2.0,0,Banglore
327,3809000.0000000005,1465,3.0,0,Banglore
328,6698000.0,1675,3.0,0,Banglore
329,4958000.0,1240,2.0,0,Banglore
330,4958000.0,1240,2.0,0,Banglore
331,4878000.0,1220,2.0,0,Banglore
332,4878000.0,1220,2.0,0,Banglore
333,4898000.0,1225,2.0,0,Banglore
334,4898000.0,1225,2.0,0,Banglore
335,5078000.0,1270,2.0,0,Banglore
336,5078000.0,1270,2.0,0,Banglore
337,4500000.0,1075,2.0,0,Banglore
338,3010000.0,1075,3.0,0,Banglore
339,2436000.0,870,2.0,0,Banglore
340,2800000.0,1000,2.0,0,Banglore
341,3388000.0000000005,1210,3.0,0,Banglore
342,2520000.0,900,2.0,0,Banglore
343,3038000.0,1085,2.0,0,Banglore
344,2464000.0,880,2.0,0,Banglore
345,4500000.0,1075,2.0,0,Banglore
346,4928000.0,1120,2.0,0,Banglore
347,4147000.0,1185,3.0,0,Banglore
348,5910000.0,1109,2.0,0,Banglore
349,6494000.0,1227,2.0,0,Banglore
350,6520999.000000001,1233,2.0,0,Banglore
351,5858000.0,1098,2.0,0,Banglore
352,6415000.000000001,1211,3.0,0,Banglore
353,5752000.0,1077,2.0,0,Banglore
354,6388000.0,1206,2.0,0,Banglore
355,5804000.0,1087,2.0,0,Banglore
356,6361000.0,1200,2.0,0,Banglore
357,6255000.0,1179,2.0,0,Banglore
358,6228000.0,1173,2.0,0,Banglore
359,6203000.0,1168,2.0,0,Banglore
360,6070000.0,1141,2.0,0,Banglore
361,6733000.0,1276,3.0,0,Banglore
362,6125000.0,1152,2.0,0,Banglore
363,6654000.000000001,1260,3.0,0,Banglore
364,6043000.0,1136,2.0,0,Banglore
365,6706000.0,1270,3.0,0,Banglore
366,6800000.0,1500,3.0,0,Banglore
367,5700000.0,1140,2.0,0,Banglore
368,6000000.0,1220,2.0,0,Banglore
369,5755000.0,1150,2.0,0,Banglore
370,6695000.0,1350,3.0,0,Banglore
371,5896000.0,1180,2.0,0,Banglore
372,5600000.0,1130,2.0,0,Banglore
373,5800000.0,1160,2.0,0,Banglore
374,6577000.0,1325,3.0,0,Banglore
375,5473000.0,1090,2.0,0,Banglore
376,5849000.0,1170,2.0,0,Banglore
377,5825000.0,1165,2.0,0,Banglore
378,5800000.0,1160,2.0,0,Banglore
379,4831000.0,1098,2.0,0,Banglore
380,3632000.0,1215,3.0,0,Banglore
381,2960000.0,990,2.0,0,Banglore
382,3363000.0000000005,1125,2.0,0,Banglore
383,3087000.0,950,2.0,0,Banglore
384,3981000.0,1225,3.0,0,Banglore
385,3331000.0,1025,2.0,0,Banglore
386,2096000.0,645,1.0,0,Banglore
387,5868000.0,1045,2.0,0,Banglore
388,6021000.0,1075,2.0,0,Banglore
389,2800000.0,1000,1.0,0,Banglore
390,5968000.0,1372,2.0,0,Banglore
391,6085000.0,1242,2.0,0,Banglore
392,5439000.0,1110,2.0,0,Banglore
393,6762000.0,1380,3.0,0,Banglore
394,5488000.0,1120,2.0,0,Banglore
395,5478000.0,1118,2.0,0,Banglore
396,6791000.0,1386,3.0,0,Banglore
397,5997000.0,1224,2.0,0,Banglore
398,6654000.000000001,1358,3.0,0,Banglore
399,5987000.0,1222,2.0,0,Banglore
400,3567000.0,728,1.0,0,Banglore
401,6051000.0,1235,2.0,0,Banglore
402,5938000.0,1212,2.0,0,Banglore
403,6237000.0,1273,2.0,0,Banglore
404,5978000.0,1220,2.0,0,Banglore
405,5620000.0,1147,2.0,0,Banglore
406,6149000.0,1255,2.0,0,Banglore
407,6193000.0,1264,2.0,0,Banglore
408,6148000.0,1245,2.0,0,Banglore
409,6419000.0,1305,2.0,0,Banglore
410,5584000.0,1120,2.0,0,Banglore
411,6374000.0,1295,3.0,0,Banglore
412,6058000.0,1225,2.0,0,Banglore
413,6983000.0,1430,3.0,0,Banglore
414,6396000.0,1300,2.0,0,Banglore
415,6283000.0,1275,2.0,0,Banglore
416,6893000.000000001,1410,3.0,0,Banglore
417,5674000.0,1140,2.0,0,Banglore
418,6915000.000000001,1415,3.0,0,Banglore
419,6216000.0,1260,2.0,0,Banglore
420,5606000.0,1125,2.0,0,Banglore
421,6193000.0,1255,2.0,0,Banglore
422,5651000.0,1135,2.0,0,Banglore
423,6570000.0,1007,2.0,0,Banglore
424,6500000.0,1225,3.0,0,Banglore
425,6200000.0,1165,2.0,0,Banglore
426,4732000.0,1315,3.0,0,Banglore
427,4750000.0,1320,2.0,0,Banglore
428,4498000.0,1250,2.0,0,Banglore
429,4870000.0,1290,3.0,0,Banglore
430,4642000.0,1290,2.0,0,Banglore
431,4912000.0,1365,3.0,0,Banglore
432,5398000.0,1500,3.0,0,Banglore
433,4318000.0,1200,2.0,0,Banglore
434,3010000.0,1075,3.0,0,Banglore
435,2436000.0,870,2.0,0,Banglore
436,2800000.0,1000,2.0,0,Banglore
437,3388000.0000000005,1210,3.0,0,Banglore
438,2520000.0,900,2.0,0,Banglore
439,6400000.0,1163,2.0,0,Banglore
440,5500000.0,966,2.0,0,Banglore
441,4300000.0,814,2.0,0,Banglore
442,3800000.0,708,2.0,0,Banglore
443,6594000.0,1570,3.0,0,Banglore
444,5922000.0,1410,3.0,0,Banglore
445,6636000.0,1580,3.0,0,Banglore
446,6762000.0,1610,3.0,0,Banglore
447,5019000.0,1195,2.0,0,Banglore
448,6678000.0,1590,3.0,0,Banglore
449,6720000.0,1600,3.0,0,Banglore
450,5040000.0,1200,2.0,0,Banglore
451,6573000.0,1565,3.0,0,Banglore
452,6568000.000000001,1288,2.0,0,Banglore
453,6970999.000000001,1367,3.0,0,Banglore
454,6331000.0,1447,3.0,0,Banglore
455,6641000.0,1525,3.0,0,Banglore
456,5739000.0,1300,2.0,0,Banglore
457,6667000.0,1531,3.0,0,Banglore
458,6831999.0,1309,2.0,0,Banglore
459,6138000.0,1176,2.0,0,Banglore
460,6890000.000000001,1320,2.0,0,Banglore
461,6994000.0,1340,2.0,0,Banglore
462,6989000.0,1339,2.0,0,Banglore
463,6953000.0,1332,2.0,0,Banglore
464,5070000.0,935,2.0,0,Banglore
465,6183000.0,1350,3.0,0,Banglore
466,6183000.0,1350,3.0,0,Banglore
467,5610000.0,1225,2.0,0,Banglore
468,5610000.0,1225,2.0,0,Banglore
469,3447000.0,985,2.0,0,Banglore
470,4611000.0,1048,2.0,0,Banglore
471,6221000.0,1428,3.0,0,Banglore
472,5380000.0,1255,2.0,1,Banglore
473,6612000.0,1284,2.0,0,Banglore
474,5443000.0,1057,2.0,0,Banglore
475,6200000.0,1400,3.0,0,Banglore
476,6000000.0,1135,2.0,0,Banglore
477,6900000.0,1440,3.0,0,Banglore
478,6950000.0,1392,2.0,0,Banglore
479,6711000.0,1320,3.0,0,Banglore
480,4209000.0,771,1.0,0,Banglore
481,5478000.0,1128,2.0,0,Banglore
482,3267000.0,568,1.0,0,Banglore
483,6731000.0,1268,2.0,0,Banglore
484,6385000.0,1272,2.0,0,Banglore
485,4500000.0,792,2.0,0,Banglore
486,4553000.0,800,2.0,0,Banglore
487,4518000.0,795,2.0,0,Banglore
488,6526000.000000001,1255,2.0,0,Banglore
489,6526000.000000001,1255,2.0,0,Banglore
490,6100000.0,1043,2.0,0,Banglore
491,6000000.0,940,2.0,0,Banglore
492,5000000.0,1090,1.0,0,Banglore
493,4800000.0,1020,1.0,0,Banglore
494,6000000.0,1135,2.0,0,Banglore
495,4340000.0,1240,2.0,0,Banglore
496,4147000.0,1185,2.0,0,Banglore
497,3920000.0000000005,1120,2.0,0,Banglore
498,2940000.0,840,2.0,0,Banglore
499,4602000.0,1315,2.0,0,Banglore
500,4532000.0,1295,2.0,0,Banglore
501,4322000.0,1235,2.0,0,Banglore
502,2660000.0,760,1.0,0,Banglore
503,5617000.0,1605,3.0,0,Banglore
504,3220000.0000000005,920,2.0,0,Banglore
505,2310000.0,660,1.0,0,Banglore
506,4270000.0,1220,2.0,0,Banglore
507,2835000.0,810,1.0,0,Banglore
508,6700000.0,1305,1.0,0,Banglore
509,6850000.0,1305,2.0,0,Banglore
510,6800000.0,1305,1.0,0,Banglore
511,6800000.0,1290,1.0,0,Banglore
512,3447000.0,985,2.0,0,Banglore
513,5550000.0,1250,2.0,0,Banglore
514,4500000.0,1012,2.0,0,Banglore
515,5719000.0,1271,2.0,0,Banglore
516,5480000.0,1370,3.0,0,Banglore
517,4556000.0,1139,2.0,0,Banglore
518,4616000.0,1154,2.0,0,Banglore
519,4896000.0,1224,2.0,0,Banglore
520,4656000.0,1164,2.0,0,Banglore
521,5719000.0,1271,2.0,0,Banglore
522,6100000.0,960,2.0,0,Banglore
523,5500000.0,1150,2.0,0,Banglore
524,5552000.0,1322,2.0,0,Banglore
525,5166000.0,1230,2.0,0,Banglore
526,5640000.0,705,1.0,0,Banglore
527,4557000.0,1085,2.0,0,Banglore
528,4242000.0,1010,2.0,0,Banglore
529,4620000.0,1100,2.0,0,Banglore
530,5719000.0,1271,2.0,0,Banglore
531,6509000.0,1385,2.0,0,Banglore
532,6819000.0,1451,3.0,0,Banglore
533,6669000.0,1419,3.0,0,Banglore
534,5701000.0,1213,2.0,0,Banglore
535,5964000.0,1269,2.0,0,Banglore
536,5503000.0,1171,2.0,0,Banglore
537,5625000.0,1197,2.0,0,Banglore
538,4995000.0,1100,2.0,0,Banglore
539,4995000.0,1100,2.0,0,Banglore
540,4294000.0,976,2.0,0,Banglore
541,4590000.0,1080,2.0,0,Banglore
542,4738000.0,1115,2.0,0,Banglore
543,4653000.0,1095,2.0,0,Banglore
544,4781000.0,1125,2.0,0,Banglore
545,4505000.0,1060,2.0,0,Banglore
546,4632000.0,1090,2.0,0,Banglore
547,5100000.0,1200,2.0,0,Banglore
548,6655000.0,1305,2.0,0,Banglore
549,6700000.0,1305,2.0,0,Banglore
550,6798999.000000001,1290,1.0,0,Banglore
551,4160000.0,1000,2.0,0,Banglore
552,5228000.0,1275,3.0,0,Banglore
553,4373000.0,1055,2.0,0,Banglore
554,5306000.0,1295,3.0,0,Banglore
555,4431000.0,1070,2.0,0,Banglore
556,6417000.0,1337,3.0,0,Banglore
557,4569000.0,952,2.0,0,Banglore
558,6459999.000000001,1346,3.0,0,Banglore
559,6656999.0,1387,3.0,0,Banglore
560,6523000.0,1359,3.0,0,Banglore
561,6230000.0,1298,3.0,0,Banglore
562,4972000.0,1036,2.0,0,Banglore
563,4785000.0,997,2.0,0,Banglore
564,6720000.0,1400,3.0,0,Banglore
565,3940000.0,644,1.0,0,Banglore
566,6878000.0,1600,3.0,0,Banglore
567,4599000.0,1070,2.0,0,Banglore
568,6533000.0,1110,2.0,0,Banglore
569,5674000.0,1320,2.0,0,Banglore
570,3800000.0,1000,2.0,0,Banglore
571,3572000.0,940,2.0,0,Banglore
572,3876000.0,1020,2.0,0,Banglore
573,4099000.0,1015,2.0,0,Banglore
574,3304000.0,1180,3.0,0,Banglore
575,3038000.0,1085,2.0,0,Banglore
576,2464000.0,880,2.0,0,Banglore
577,5600000.0,1500,3.0,1,Banglore
578,5451000.0,1608,3.0,1,Banglore
579,5380000.0,1255,2.0,1,Banglore
580,5356000.0,1580,3.0,1,Banglore
581,5380000.0,1255,2.0,1,Banglore
582,4440000.0,1200,2.0,1,Banglore
583,4440000.0,1200,2.0,1,Banglore
584,4500000.0,1300,2.0,1,Banglore
585,5322000.0,1570,3.0,1,Banglore
586,5380000.0,1255,2.0,1,Banglore
587,5322000.0,1570,3.0,1,Banglore
588,5530000.0,1580,3.0,1,Banglore
589,5148000.0,1304,2.0,1,Banglore
590,5200000.0,1200,2.0,1,Banglore
591,5381000.0,1303,2.0,1,Banglore
592,5148000.0,1196,2.0,1,Banglore
593,4433000.0,1304,2.0,1,Banglore
594,2920000.0,677,1.0,0,Banglore
595,2157000.0,525,1.0,0,Banglore
596,6800000.0,985,2.0,0,Banglore
597,6798000.0,1533,3.0,0,Banglore
598,6172000.0,1384,3.0,0,Banglore
599,5341000.0,1186,2.0,0,Banglore
600,4938000.0,1090,2.0,0,Banglore
601,3619000.0,776,1.0,0,Banglore
602,3372999.0,711,1.0,0,Banglore
603,6687000.0,1217,2.0,0,Banglore
604,6448000.0,1171,2.0,0,Banglore
605,4000000.0,1005,2.0,0,Banglore
606,5426000.0,1080,2.0,1,Banglore
607,4505000.0,1325,2.0,0,Banglore
608,5032000.0,1480,3.0,0,Banglore
609,3927000.0000000005,1155,2.0,0,Banglore
610,4369000.0,1285,2.0,0,Banglore
611,5151000.0,1515,3.0,0,Banglore
612,4352000.0,1280,2.0,0,Banglore
613,4386000.0,1290,2.0,0,Banglore
614,4046000.0,1190,2.0,0,Banglore
615,4369000.0,1285,2.0,0,Banglore
616,6698999.000000001,1104,2.0,0,Banglore
617,5499000.0,1220,2.0,0,Banglore
618,6800000.0,1299,2.0,0,Banglore
619,6498999.000000001,1257,2.0,0,Banglore
620,6800000.0,1195,2.0,0,Banglore
621,6133000.0,1410,3.0,0,Banglore
622,6416000.0,1475,3.0,0,Banglore
623,6133000.0,1410,3.0,0,Banglore
624,4306000.0,990,2.0,0,Banglore
625,6416000.0,1475,3.0,0,Banglore
626,4872000.0,1120,2.0,0,Banglore
627,4306000.0,990,2.0,0,Banglore
628,5002000.0,1150,2.0,0,Banglore
629,4872000.0,1120,2.0,0,Banglore
630,5002000.0,1150,2.0,0,Banglore
631,4611000.0,1060,2.0,0,Banglore
632,4611000.0,1060,2.0,0,Banglore
633,6938000.0,1595,3.0,0,Banglore
